khipu_id,cluster,num_nodes,num_edges,avg_degree,max_degree,density,depth,width,avg_branching,num_roots,num_leaves,has_numeric,has_color,avg_numeric_value,std_numeric_value
1000000,3,19,18,1.894736842105263,13,0.0526315789473684,2,13,3.0,1,13,0.5263157894736842,0.9473684210526316,34.8,34.17250356646407
1000001,1,7,6,1.7142857142857142,6,0.1428571428571428,1,6,6.0,1,6,0.8571428571428571,0.8571428571428571,96.33333333333331,64.05900058192881
1000002,3,31,30,1.935483870967742,24,0.032258064516129,2,24,4.285714285714286,1,24,0.9032258064516128,0.9032258064516128,948.75,1382.365612817391
1000003,3,39,38,1.948717948717949,31,0.0256410256410256,2,31,4.75,1,31,0.8205128205128205,0.8461538461538461,726.15625,1777.9605962551414
1000004,0,177,176,1.9887005649717515,159,0.0056497175141242,2,159,10.352941176470589,1,160,0.8926553672316384,0.9774011299435028,34.74050632911393,31.60559563895289
1000005,3,63,62,1.968253968253968,49,0.0158730158730158,2,49,4.428571428571429,1,49,0.6349206349206349,0.9365079365079364,68.825,41.49270267167469
1000006,3,81,80,1.9753086419753083,45,0.0123456790123456,3,45,2.4242424242424243,1,48,0.4691358024691358,0.9876543209876544,3.3684210526315788,3.335779342629647
1000007,0,344,343,1.994186046511628,176,0.002906976744186,3,176,3.2358490566037736,1,238,0.8313953488372093,0.997093023255814,792.1398601398602,2318.451896680705
1000008,3,60,59,1.9666666666666663,24,0.0166666666666666,3,31,4.538461538461538,1,47,0.8666666666666667,0.95,18.01923076923077,22.18843287062964
1000009,3,127,126,1.984251968503937,50,0.0078740157480314,3,54,2.423076923076923,1,75,0.7716535433070866,0.968503937007874,32.61224489795919,44.82770477471043
1000010,3,89,88,1.9775280898876404,65,0.0112359550561797,3,65,8.8,1,79,0.8539325842696629,0.9550561797752808,371.42105263157896,519.2087163518484
1000011,3,45,44,1.9555555555555555,23,0.0222222222222222,2,23,2.933333333333333,1,30,0.7111111111111111,0.8888888888888888,38.125,45.28089414974046
1000012,3,117,116,1.982905982905983,72,0.0085470085470085,3,72,3.135135135135135,1,80,0.9316239316239316,0.9572649572649572,364.9266055045872,1203.76593861939
1000013,3,31,30,1.935483870967742,30,0.032258064516129,1,30,30.0,1,30,0.2580645161290322,0.7741935483870968,7.0,7.035623639735144
1000014,3,38,37,1.947368421052632,37,0.0263157894736842,1,37,37.0,1,37,0.3157894736842105,0.9736842105263158,18.5,22.5
1000015,3,33,32,1.9393939393939397,30,0.0303030303030303,2,30,10.666666666666666,1,30,0.6666666666666666,0.9393939393939394,52.72727272727273,46.090998744757705
1000017,3,40,39,1.95,30,0.025,2,30,3.9,1,30,0.825,0.975,27.272727272727277,21.4649435511229
1000018,0,443,442,1.9954853273137696,222,0.0022573363431151,3,222,2.6467065868263475,1,276,0.7404063205417607,0.9932279909706546,19.85060975609756,25.916004088610585
1000019,0,165,164,1.987878787878788,149,0.006060606060606,2,149,13.666666666666666,1,153,0.6060606060606061,0.9575757575757576,11.51,16.32574347464764
1000020,0,771,769,1.9948119325551232,281,0.001295332423737,5,400,3.6445497630331753,2,560,0.6134889753566797,0.9753566796368353,4.879492600422833,8.910422322100704
1000021,3,123,122,1.983739837398374,97,0.008130081300813,2,95,4.88,1,98,0.8373983739837398,0.8943089430894309,28.475728155339805,36.57890650591976
