khipu_id,num_nodes,num_edges,avg_degree,max_degree,density,depth,width,avg_branching,num_roots,num_leaves,has_numeric,has_color,avg_numeric_value,std_numeric_value
1000000,19,18,1.894736842105263,13,0.05263157894736842,2,13,3.0,1,13,0.5263157894736842,0.9473684210526315,34.8,34.17250356646407
1000001,7,6,1.7142857142857142,6,0.14285714285714285,1,6,6.0,1,6,0.8571428571428571,0.8571428571428571,96.33333333333333,64.05900058192881
1000002,31,30,1.935483870967742,24,0.03225806451612903,2,24,4.285714285714286,1,24,0.9032258064516129,0.9032258064516129,948.75,1382.3656128173907
1000003,39,38,1.9487179487179487,31,0.02564102564102564,2,31,4.75,1,31,0.8205128205128205,0.8461538461538461,726.15625,1777.9605962551414
1000004,177,176,1.9887005649717515,159,0.005649717514124294,2,159,10.352941176470589,1,160,0.8926553672316384,0.9774011299435028,34.74050632911393,31.60559563895289
1000005,63,62,1.9682539682539681,49,0.015873015873015872,2,49,4.428571428571429,1,49,0.6349206349206349,0.9365079365079365,68.825,41.49270267167469
1000006,81,80,1.9753086419753085,45,0.012345679012345678,3,45,2.4242424242424243,1,48,0.4691358024691358,0.9876543209876543,3.3684210526315788,3.335779342629647
1000007,344,343,1.994186046511628,176,0.0029069767441860465,3,176,3.2358490566037736,1,238,0.8313953488372093,0.997093023255814,792.1398601398602,2318.451896680705
1000008,60,59,1.9666666666666666,24,0.016666666666666666,3,31,4.538461538461538,1,47,0.8666666666666667,0.95,18.01923076923077,22.188432870629637
1000009,127,126,1.984251968503937,50,0.007874015748031496,3,54,2.423076923076923,1,75,0.7716535433070866,0.968503937007874,32.61224489795919,44.82770477471043
1000010,89,88,1.9775280898876404,65,0.011235955056179775,3,65,8.8,1,79,0.8539325842696629,0.9550561797752809,371.42105263157896,519.2087163518484
1000011,45,44,1.9555555555555555,23,0.022222222222222223,2,23,2.933333333333333,1,30,0.7111111111111111,0.8888888888888888,38.125,45.28089414974046
1000012,117,116,1.982905982905983,72,0.008547008547008548,3,72,3.135135135135135,1,80,0.9316239316239316,0.9572649572649573,364.92660550458714,1203.76593861939
1000013,31,30,1.935483870967742,30,0.03225806451612903,1,30,30.0,1,30,0.25806451612903225,0.7741935483870968,7.0,7.035623639735144
1000014,38,37,1.9473684210526316,37,0.02631578947368421,1,37,37.0,1,37,0.3157894736842105,0.9736842105263158,18.5,22.5
1000015,33,32,1.9393939393939394,30,0.030303030303030304,2,30,10.666666666666666,1,30,0.6666666666666666,0.9393939393939394,52.72727272727273,46.090998744757705
1000017,40,39,1.95,30,0.025,2,30,3.9,1,30,0.825,0.975,27.272727272727273,21.4649435511229
1000018,443,442,1.9954853273137698,222,0.002257336343115124,3,222,2.6467065868263475,1,276,0.7404063205417607,0.9932279909706546,19.850609756097562,25.916004088610585
1000019,165,164,1.9878787878787878,149,0.006060606060606061,2,149,13.666666666666666,1,153,0.6060606060606061,0.9575757575757575,11.51,16.32574347464764
1000020,771,769,1.9948119325551232,281,0.0012953324237370929,5,400,3.6445497630331753,2,560,0.6134889753566797,0.9753566796368353,4.879492600422833,8.910422322100704
1000021,123,122,1.983739837398374,97,0.008130081300813009,2,95,4.88,1,98,0.8373983739837398,0.8943089430894309,28.475728155339805,36.57890650591976
1000022,163,162,1.9877300613496933,136,0.006134969325153374,2,136,8.1,1,143,0.8404907975460123,0.9815950920245399,10.248175182481752,18.340168121994786
1000023,573,572,1.9965095986038395,407,0.0017452006980802793,3,406,7.15,1,493,0.5549738219895288,0.9650959860383944,301.4496855345912,1005.1464781000866
1000024,574,573,1.9965156794425087,482,0.0017421602787456446,3,472,6.741176470588235,1,489,0.7386759581881533,0.9442508710801394,43.028301886792455,128.48474379350432
1000025,875,874,1.9977142857142858,571,0.001142857142857143,3,570,8.323809523809524,1,770,0.6297142857142857,0.9645714285714285,13.421052631578947,28.872342966334607
1000026,19,18,1.894736842105263,10,0.05263157894736842,2,10,2.0,1,10,0.8947368421052632,0.9473684210526315,41.294117647058826,17.989424036434013
1000027,21,20,1.9047619047619047,12,0.047619047619047616,2,12,2.2222222222222223,1,12,0.42857142857142855,0.9047619047619048,4.444444444444445,5.230489909306587
1000028,22,21,1.9090909090909092,10,0.045454545454545456,2,11,3.0,1,15,0.6363636363636364,0.8636363636363636,4.357142857142857,5.231868593494282
1000029,254,253,1.9921259842519685,211,0.003937007874015748,3,201,7.4411764705882355,1,220,0.6377952755905512,0.9803149606299213,32.82716049382716,37.58834535799653
1000030,29,28,1.9310344827586208,17,0.034482758620689655,2,17,2.5454545454545454,1,18,0.7931034482758621,0.9655172413793104,36.04347826086956,32.90497287760035
1000031,15,14,1.8666666666666667,14,0.06666666666666667,1,14,14.0,1,14,0.8,0.9333333333333333,43.166666666666664,34.6333974975344
1000032,144,143,1.9861111111111112,56,0.006944444444444444,2,87,3.25,1,100,0.9097222222222222,0.9930555555555556,439.0763358778626,840.8645643305939
1000033,69,68,1.9710144927536233,50,0.014492753623188406,2,50,3.5789473684210527,1,50,0.6666666666666666,0.9855072463768116,20.869565217391305,20.516810388230827
1000034,101,100,1.9801980198019802,68,0.009900990099009901,2,65,3.125,1,69,0.9702970297029703,0.9801980198019802,26.040816326530614,27.456057049790786
1000035,37,36,1.945945945945946,18,0.02702702702702703,2,18,1.894736842105263,1,18,0.7837837837837838,0.9459459459459459,34.275862068965516,24.452482493990384
1000036,21,20,1.9047619047619047,20,0.047619047619047616,1,20,20.0,1,20,0.9523809523809523,0.9523809523809523,18.3,11.144954015158609
1000037,38,37,1.9473684210526316,28,0.02631578947368421,2,27,6.166666666666667,1,32,0.9210526315789473,0.9473684210526315,13.82857142857143,22.140442264631243
1000038,6,5,1.6666666666666667,3,0.16666666666666666,2,3,1.6666666666666667,1,3,0.6666666666666666,0.8333333333333334,6.75,6.2599920127744575
1000039,65,64,1.9692307692307693,64,0.015384615384615385,1,64,64.0,1,64,0.7230769230769231,0.9846153846153847,11.595744680851064,11.739476182572846
1000040,102,101,1.9803921568627452,80,0.00980392156862745,2,80,7.769230769230769,1,89,0.5588235294117647,0.9901960784313726,31.68421052631579,39.70556454649246
1000041,49,48,1.9591836734693877,48,0.02040816326530612,1,48,48.0,1,48,0.9795918367346939,0.9795918367346939,334.1458333333333,211.8260872334635
1000042,74,73,1.972972972972973,66,0.013513513513513514,2,66,9.125,1,66,0.9324324324324325,0.9864864864864865,38.82608695652174,60.31005793055286
1000043,22,21,1.9090909090909092,9,0.045454545454545456,2,12,2.1,1,12,0.9545454545454546,0.9545454545454546,100.0,63.01927142889365
1000044,29,28,1.9310344827586208,16,0.034482758620689655,2,16,2.1538461538461537,1,16,0.9655172413793104,0.9655172413793104,47.857142857142854,23.506403817006195
1000045,315,314,1.9936507936507937,266,0.0031746031746031746,2,266,8.486486486486486,1,278,0.6571428571428571,0.9968253968253968,50.38647342995169,65.60256129844291
1000046,21,20,1.9047619047619047,18,0.047619047619047616,2,18,10.0,1,19,0.9523809523809523,0.9523809523809523,36.35,17.4507163176759
1000047,72,71,1.9722222222222223,43,0.013888888888888888,2,43,2.4482758620689653,1,43,0.9444444444444444,0.9861111111111112,296.5735294117647,563.0081316980524
1000048,22,21,1.9090909090909092,21,0.045454545454545456,1,21,21.0,1,21,0.9545454545454546,0.9545454545454546,9828.142857142857,12487.854470056342
1000049,23,22,1.9130434782608696,12,0.043478260869565216,2,12,2.2,1,13,0.8695652173913043,0.9565217391304348,33.2,26.796641580616033
1000050,55,54,1.9636363636363636,49,0.01818181818181818,2,49,9.0,1,49,0.7818181818181819,0.9818181818181818,250.62790697674419,508.70359731269355
1000051,30,29,1.9333333333333333,29,0.03333333333333333,1,29,29.0,1,29,0.8666666666666667,0.9666666666666667,109.84615384615384,151.8505571803289
1000052,43,42,1.9534883720930232,34,0.023255813953488372,3,34,5.25,1,35,0.7209302325581395,0.9767441860465116,9.741935483870968,11.872896056566452
1000053,288,287,1.9930555555555556,287,0.003472222222222222,1,287,287.0,1,287,0.7881944444444444,0.9965277777777778,125.69162995594714,58.493360220235736
1000054,21,20,1.9047619047619047,20,0.047619047619047616,1,20,20.0,1,20,0.9047619047619048,0.9523809523809523,48.0,44.82363098564018
1000055,12,11,1.8333333333333333,7,0.08333333333333333,2,7,2.2,1,7,0.9166666666666666,0.9166666666666666,100.45454545454545,189.71814675094095
1000056,43,42,1.9534883720930232,42,0.023255813953488372,1,42,42.0,1,42,0.023255813953488372,0.9534883720930233,10.0,0.0
1000057,164,163,1.9878048780487805,163,0.006097560975609756,1,163,163.0,1,163,0.676829268292683,0.9939024390243902,82.98198198198199,60.91937989279107
