khipu_id,cluster,predicted_function,accounting_probability,numeric_coverage,has_pendant_summation,pendant_match_rate,color_diversity,num_nodes,depth,avg_branching
1000298,0,Accounting,1.0,0.7898550724637681,True,0.0204081632653061,10.0,276,4,3.985507246376812
1000299,0,Accounting,1.0,0.5992217898832685,True,0.1111111111111111,12.0,257,4,3.9384615384615382
1000300,3,Accounting,1.0,0.7333333333333333,False,0.0,4.0,90,3,3.1785714285714284
1000301,3,Accounting,0.9915966386554622,0.6792452830188679,False,0.0,3.0,106,3,3.6206896551724137
1000302,3,Accounting,0.9915966386554622,0.6732673267326733,False,0.0,3.0,101,3,3.225806451612903
1000303,3,Accounting,1.0,0.9444444444444444,True,0.6666666666666666,2.0,18,2,4.25
1000304,3,Accounting,0.992248062015504,0.7065217391304348,True,0.1666666666666666,3.0,92,2,5.6875
1000305,3,Accounting,0.963447600617412,0.7763157894736842,True,0.125,3.0,76,3,2.027027027027027
1000306,3,Accounting,1.0,0.85,True,0.125,2.0,20,2,1.9
1000307,3,Accounting,1.0,0.8571428571428571,True,0.125,2.0,21,2,1.818181818181818
1000309,3,Accounting,1.0,0.9767441860465116,True,0.3333333333333333,3.0,43,2,1.9090909090909087
1000310,3,Accounting,1.0,0.979591836734694,False,0.0,5.0,98,2,10.77777777777778
1000312,2,Accounting,0.9915966386554622,0.8666666666666667,False,0.0,3.0,90,1,89.0
1000313,3,Accounting,1.0,0.9479166666666666,True,0.375,4.0,96,2,10.555555555555555
1000314,0,Accounting,0.9915966386554622,0.92018779342723,False,0.0,3.0,213,4,7.310344827586207
1000315,3,Accounting,0.9730776413129354,0.6896551724137931,False,0.0,4.0,87,2,10.75
1000316,3,Accounting,1.0,0.6771653543307087,True,0.125,9.0,127,3,3.9375
1000317,3,Accounting,1.0,0.7068965517241379,False,0.0,9.0,58,2,5.7
1000318,3,Accounting,1.0,0.9565217391304348,False,0.0,7.0,23,3,2.75
1000319,3,Accounting,1.0,0.7083333333333334,False,0.0,8.0,24,3,2.875
1000320,3,Accounting,0.9828815628815629,0.6282051282051282,False,0.0,6.0,78,4,9.625
1000321,4,Accounting,1.0,0.2752442996742671,True,0.2666666666666666,34.0,1228,3,9.5859375
1000322,3,Accounting,1.0,0.7804878048780488,True,0.1111111111111111,7.0,41,2,4.0
1000323,0,Accounting,1.0,0.730593607305936,False,0.0,7.0,219,3,5.45
1000324,3,Accounting,0.9828815628815629,0.7121212121212122,False,0.0,4.0,66,2,13.0
1000325,3,Accounting,0.8862051699607666,0.2222222222222222,False,0.0,5.0,45,2,22.0
1000326,1,Accounting,1.0,0.8888888888888888,False,0.0,1.0,9,1,8.0
