khipu_id,pc1,pc2,cluster_kmeans,cluster_hierarchical
1000218,-2.6903981152622074,-2.358785191407064,1,5
1000220,-1.2450935652344393,0.4350314337027277,3,3
1000221,-0.7867611767500479,0.4511837446382913,3,3
1000222,-0.6985077352288851,1.0382918383430944,3,3
1000223,-0.7460472740159675,0.7907899662197985,3,3
1000224,-2.556776956764848,-3.1056084685543315,1,5
1000225,-2.298701861294207,-2.130944624296968,1,3
1000226,-2.398460362867984,-2.023983973365047,1,5
1000227,-0.28714594926308745,1.1818058627922066,3,1
1000228,-0.45135986800001093,0.3202561591900642,3,3
1000229,0.015358571603672924,1.1088614853328378,3,3
1000230,0.2021985377347814,0.8534693414250872,3,3
1000231,-0.19304235058287345,-0.24288224467541425,3,3
1000232,-0.5365948171437265,0.13860001788993184,3,3
1000233,-0.09599639308874869,1.085321750111527,3,3
1000234,-0.24473047957453584,0.42306156300601094,3,6
1000235,0.6925652004205386,1.539122454653742,3,1
1000236,0.42066939654825625,0.35330849073411813,3,3
1000238,4.134349843510591,0.3486122752997086,0,1
1000239,0.026432718585119953,1.3264429977443095,3,1
1000240,-0.5175983790037526,0.45675201632816526,3,3
1000241,0.02667202335055954,-2.97723359006652,6,4
1000242,-2.3602828890115957,-2.237362052549981,1,5
1000243,-0.9407454446221819,0.7191850487564245,3,3
1000244,-0.863200093359414,0.1614175121938202,3,3
1000245,-0.575358533822655,0.5497487101037439,3,3
1000246,-0.5565224512900369,0.20546538675807383,3,3
1000247,-0.7595992572071135,-0.9653217235632328,3,3
1000248,-0.7595992572071135,-0.9653217235632328,3,3
1000249,-0.0012145382593738284,1.1114296314310879,3,3
1000250,0.210457318195236,-0.4085155955267346,2,6
1000251,0.1514652422297677,1.048820786781861,3,3
1000252,-1.5812158072249294,-0.3120335435100171,3,3
1000253,-1.0837140306454411,0.4232030349897645,3,3
1000254,-1.6662485824496214,-0.9625876492640105,1,3
1000255,-0.6657391472956212,0.7285072599364996,3,3
1000256,-1.4098289157898043,-0.8005990034265986,3,3
1000257,-1.923896502624735,-1.7910872389577221,1,3
1000258,-0.27168359767463807,-0.8169950585510264,3,3
1000259,0.9841971818602006,-0.42302394663830956,2,6
1000260,-0.5366726621375506,0.5012968414358198,3,3
1000261,-0.5366726621375506,0.5012968414358198,3,3
1000262,0.17654745274810663,0.1187443514323496,2,6
1000263,0.2582449606969317,0.6194415919888127,3,3
1000264,0.9999679863008792,0.5285483343328737,3,1
1000265,-0.2398465014289264,1.083018535177258,3,3
1000266,-0.40725663564508674,1.2497837095234714,3,3
1000267,-0.1538751951929506,0.6193338153813485,2,6
1000268,0.07650684091628815,0.568282179572668,2,6
1000269,0.3431452363315634,1.2183551085720463,3,3
1000270,0.2532903823961628,1.0837462067709922,3,3
1000271,0.8254629298419623,0.5881544844244856,3,3
1000272,0.02006106006833527,0.8125551079129848,3,1
1000273,4.569687518894788,-0.34198624076637385,0,1
1000274,0.9654999146981145,0.9390129872203633,3,1
1000275,3.050638355686366,0.1748303668569252,0,1
1000276,-1.9027392916408987,-0.7267217691820363,1,3
1000277,-0.6327086109639533,0.1720210936111689,3,3
1000279,6.104458596965598,0.10530669097271096,5,2
1000280,2.4110632690941443,0.45227486463313227,0,1
1000283,-0.5837650775223809,0.8259664634459077,3,3
1000285,1.1594023827753286,1.1142813526862834,0,1
1000287,3.067254573965808,-0.42241288197257054,0,1
1000288,-1.181410750242719,0.0019525380059472969,3,3
1000289,-1.5025418418570082,-0.42819683204702913,3,3
1000290,-0.8296030865721625,-0.1910225773507524,3,3
1000291,-1.0623346452858635,0.3037113106462018,3,3
1000292,9.999144584631072,-1.350950278975909,4,0
1000293,3.1351737144001235,0.6117946066596102,0,1
1000295,-0.5416254584329093,0.7753640291494105,3,3
1000296,-0.6340162071674121,0.19720217186978717,3,3
1000297,-1.00888618188692,0.004981999787295012,3,3
1000298,2.5784097763687415,1.1351081302168275,0,1
1000299,2.30794611815744,0.5773941523662732,0,1
1000300,0.3595268519935089,1.1480186117833417,3,1
1000301,0.6120203802764533,1.0353464778135213,3,1
1000302,0.5152667150905859,1.1160314823990627,3,1
1000303,-1.225882381759424,0.5282753579607745,3,3
1000304,0.38045513277746695,0.6816279048824335,3,3
1000305,0.03827120182893854,1.3537856041561158,3,1
1000306,-1.1811033865855622,0.5320248609919849,3,3
1000307,-1.1532582000543294,0.5935392709312287,3,3
1000309,-0.6914026680033947,1.220656312112547,3,3
1000310,0.514613753435489,1.085963147087357,3,3
1000312,0.45368123745485794,0.2794411719276882,2,6
1000313,0.4871891996498919,1.0470039961203548,3,3
1000314,2.393053291172037,1.3020920639665612,0,1
1000315,0.3515590088404365,0.7102955367213186,3,3
1000316,0.7462184981676181,0.9640823918593941,3,1
1000317,-0.3184346286678754,0.8535015794498888,3,3
1000318,-0.9053099515999843,1.1600277694360785,3,1
1000319,-0.8039539178436995,0.8226601585177075,3,1
1000320,0.6469453181612418,1.2689028362487824,3,1
1000321,14.650180984512616,-4.1626750214101715,4,0
1000322,-0.6244539228517846,0.8028001158800114,3,3
1000323,1.9631463687549802,0.7773840153677513,0,1
1000324,0.05186244992972776,0.7470831823642435,3,3
1000325,-0.18641927658532512,-0.05850854993357474,3,3
1000326,-2.085782055847635,-1.086246248113894,1,3
1000327,-0.09095070827523256,0.6646843513121433,3,1
1000328,-1.0742356614321207,-0.09326308734177027,3,3
1000329,3.1262495789108136,0.5646103226275923,0,1
1000330,-0.6313424947994561,0.3541608446169228,3,3
1000331,2.0202021034194417,0.2163579235796876,2,6
1000332,1.4154731241397027,0.45928025069805845,0,1
1000333,1.3952034306631986,0.568029683713555,0,1
1000335,-0.3837796259230897,0.07394788828090476,3,3
1000336,0.8116744237063914,0.1350327443069489,2,6
1000337,0.18431184932936373,1.5573120378434988,3,1
1000338,-0.9971479834246414,0.3623641024763534,3,3
1000339,0.02178777253668749,1.780724307635859,3,1
1000340,2.180707381097374,1.0666654386023426,0,1
1000342,2.4094657685671184,-1.158050432020327,2,6
1000344,4.8203887618229855,-2.119228349412873,2,6
1000345,1.28605884306431,1.2418300286562542,0,1
1000346,0.23166189392497294,-0.08008419594655655,2,6
1000347,-1.690857130912601,-1.062394642654504,1,3
1000348,-3.0381572595194037,-3.130163857666626,1,5
1000349,-2.459615693092765,-2.253788519288937,1,5
1000350,-3.5504144187854787,-4.292141419733255,1,5
1000351,0.17380269082262895,0.6258773738999818,3,3
1000352,-0.18315364649526197,1.0726682045227238,3,1
1000353,-0.6462838283420494,1.3087766369322178,3,1
1000354,-3.0381572595194037,-3.130163857666626,1,5
1000355,-2.241626849261137,-1.401926202598543,1,3
1000356,-0.8023121995441783,0.8318746023929008,3,3
1000357,-2.241626849261137,-1.401926202598543,1,3
1000358,-0.4804945950799418,0.42422286209243076,3,1
1000359,1.740326976818843,-0.8594319131226102,2,6
1000361,4.746056159422273,-1.014114161793691,0,1
1000363,1.8742284697037246,-0.17506764275569137,2,6
1000365,0.08410374518426612,0.3053924643311356,2,6
1000366,0.7298170008720865,0.10820992190953374,3,3
1000367,-0.8682552905944955,-1.784937949802765,6,4
1000368,4.892649119700932,-0.23519681389030608,0,1
1000369,1.951681168738014,0.3145574425582513,2,6
1000371,1.6808035744114043,-0.2346266799735024,0,3
1000374,0.460928545281847,0.44802057586140764,2,6
1000375,0.5482206104399847,0.5976923732089391,3,1
1000376,2.1647998027116664,-0.4548403298641978,2,6
1000377,-0.29001358457121096,0.22447779294391745,3,3
1000378,-1.4810935336550626,-0.4022932556147229,3,3
1000380,1.576595220561969,1.6025845332025985,0,1
1000381,0.42579839706260514,0.3607904025000492,2,6
1000382,0.10051383654197978,0.26076535157637487,2,6
1000383,0.9247301406799002,0.19815367973116743,2,6
1000385,0.5858983811591496,0.27215124765138,2,6
1000386,-0.6994306309754706,0.3278733435244648,3,3
1000387,-0.5597489594527773,1.1054720216277003,3,1
1000388,-2.3260856915013015,-1.6511733735348346,1,5
1000389,-1.8692932219700904,-1.0424105046557461,1,3
1000390,1.3650302635587415,0.41974646398839477,3,1
1000392,-1.5754225316894404,-0.20973026937457903,3,3
1000393,-1.3240469248306597,-0.12156314933057841,3,3
1000395,-1.3911411550015016,-0.48249789437566437,3,3
1000396,2.394511424450245,0.7348806554924922,0,1
1000397,-0.9390389721266779,0.7295461570921855,3,3
1000398,-0.5890152610625868,0.6160645127373432,3,3
1000399,-1.2085139309410793,0.14166798839201267,3,3
1000400,0.09654710221951288,0.7195396160194416,3,1
1000401,0.7350384059787808,1.3397336129911266,3,1
1000402,-0.6388925623159765,0.36781911655065314,3,3
1000403,0.1899471721763863,0.921365248449829,3,1
1000404,-1.1261400229146494,0.6426456906406709,3,3
1000405,-0.9631981430645661,0.8941887733289119,3,3
1000406,0.5456536956624785,1.4750210132805948,3,1
1000407,0.9571488332773641,-0.1930818261220504,3,3
1000408,-0.32028304927691204,0.468153236002287,3,3
1000409,-0.6859377191944891,0.8552285386347588,3,3
1000410,-1.3729029387360359,0.009729827373741977,3,3
1000411,-2.6013173429306344,-2.856667376171909,1,5
1000412,-2.241626849261137,-1.401926202598543,1,3
1000413,2.862731257182914,0.179758465150998,5,2
1000414,-1.5436749641433898,-0.4508653742628699,3,3
1000415,-0.3589518476582866,1.1943356484003194,3,3
1000416,-1.8488642940246671,-0.6324312917841702,1,3
1000417,-0.7998628495672797,-1.4393717324992916,3,3
1000418,0.5569163830345285,1.3788376506800342,3,1
1000419,0.31662358210904257,-0.7834237901359556,2,6
1000420,-1.5345419970540064,-0.10356394475581607,3,3
1000421,-0.7191056686805772,0.8172726064561532,3,3
1000422,0.4898616955040572,0.6532340211668537,3,3
1000423,-0.10677137897857285,1.5196073324528687,3,1
1000424,-0.8493779341918078,0.6802437935985,3,3
1000425,-1.4088527270149929,-0.129458722258789,3,3
1000426,-0.7629729434600279,0.389571164093861,3,3
1000427,-1.0152695064267467,0.6253170132613229,3,1
1000428,-1.1332485566245922,0.5815829071329028,3,3
1000429,-0.9888492977230734,0.2755643665214985,3,3
1000430,-0.5542797738635636,0.9261259478411662,3,3
1000431,-0.08423589609982722,0.4428068648933799,3,3
1000432,-1.0094198006008563,0.06634167636628914,3,1
1000433,0.016634227935884763,0.6603549865852385,3,3
1000434,-1.7970082080721146,-1.7318540421738085,1,3
1000435,-1.4881902807257237,-0.26904796392455466,3,3
1000436,0.9784677016364818,0.7134690265758845,3,1
1000437,-0.6847743488350186,0.28204701705675506,3,3
1000438,-1.0439116541002127,-0.5542338656035919,3,3
1000439,-0.7560495688234218,0.7158235756540859,3,3
1000440,-1.7753772579945164,-0.4742793925214606,1,3
1000441,-1.3209648958782598,0.18608493976868637,3,3
1000442,-0.738561633091725,0.6510420127203098,3,3
1000443,-2.039030237975069,-1.2247408667074247,1,3
1000444,-0.02103999366274663,-0.8292256123975829,3,3
1000445,-1.1161917893903228,-1.2832882471152165,3,3
1000446,-0.01006064228806357,1.002326309760634,3,3
1000447,-1.6059167331203772,-1.9902917956882926,1,3
1000448,0.3227802793319157,0.9262856876024477,3,1
1000449,0.8465830937866028,0.8715467752767524,3,1
1000450,-0.3291082947776604,0.9575219207440759,3,3
1000451,-1.3911411550015016,-0.48249789437566437,3,3
1000452,-1.67329777323065,-0.3242942453125564,3,3
1000453,-0.5697461739999935,-0.9589189541083342,3,3
1000454,-0.5740464084474955,0.17936119460917646,3,3
1000455,0.5219245552478033,0.4918715678607302,3,3
1000456,-0.32379066528044104,-2.722623627485297,6,4
1000457,-0.6050180171916704,-3.915411608162412,6,4
1000458,-1.6729284636787838,-4.198091391346453,6,4
1000459,0.05362915602545056,-4.114324357804029,6,4
1000460,-1.5484690458323342,-4.092561743016054,6,4
1000461,1.4323515941395675,-4.71932341486921,6,4
1000462,-0.8728966645320124,-3.8821766709191476,6,4
1000463,0.6623241986267336,-4.365176935803768,6,4
1000472,1.937865303808946,1.2103570860917945,0,1
1000474,-0.4322709915769762,0.5870452172311367,3,3
1000475,-1.082421688662494,0.41008749878862144,3,3
1000477,1.0129275578517702,1.3159650237373495,3,1
1000478,-0.4559922137206106,-0.5009968146858187,3,3
1000479,-0.908130796823599,0.2557029690292405,3,3
1000480,-1.7753772579945164,-0.4742793925214606,1,3
1000481,-2.241626849261137,-1.401926202598543,1,3
1000482,-0.8429990446250775,0.25663488847054194,3,3
1000483,-1.496178717779778,-0.26408701779620186,3,3
1000485,-1.5345419970540064,-0.10356394475581607,3,3
1000486,-1.67329777323065,-0.3242942453125564,3,3
1000487,-0.7867611767500479,0.4511837446382913,3,3
1000488,-0.46757870592095147,1.3266892210006065,3,1
1000489,-1.2928341256682894,0.02885898668505102,3,3
1000490,-1.3604103190086483,-0.42887216302028713,3,3
1000491,-2.085782055847635,-1.086246248113894,1,3
1000492,0.054074483926012,0.15387905984329064,2,6
1000493,1.3417201822908666,1.7505706962669751,0,1
1000494,0.18853676482247206,1.562501410171628,3,1
1000495,0.7712464327666483,1.314493286079554,3,1
1000496,-0.8774819242372992,0.4493634761214494,3,3
1000497,-0.008808405695863997,0.8334031360875847,3,3
1000499,0.11246903118156004,1.1283246914933873,3,3
1000500,0.05533576266058699,1.1972160026827479,3,3
1000501,5.958486274754314,-1.03493801682621,0,0
1000502,-0.7490129769349504,0.3910175999602185,3,3
1000503,0.10370131434703604,0.428959742229938,3,3
1000504,2.0489668432515895,1.3709583668864023,0,2
1000505,0.7347847436667515,0.9748659213325507,3,1
1000506,1.492210119063196,0.5812273577342525,0,1
1000507,0.7602597707752262,0.45914643668837596,3,3
1000508,2.8218350201383755,0.035023455477603826,0,1
1000509,4.366301002159145,0.09481584055780967,0,1
1000510,1.2061228261079295,-0.15475321437881523,2,6
1000511,0.40155477066563794,0.10139757865789392,2,6
1000512,1.2722132084229067,0.9738740718945981,0,1
1000513,0.7661108100387042,1.054345442999152,3,1
1000514,1.4773391073620912,1.1948929223779685,0,1
1000515,0.11736858649020929,1.3474307052556427,3,1
1000516,-0.29841358405865775,1.4760410416614753,3,1
1000517,-1.5141549799899827,-0.04563293527070577,3,3
1000518,1.5288312205539976,0.9104308766988161,0,1
1000519,1.82343685214574,0.27644195393307774,0,1
1000520,0.3960301513812268,0.6020292213326308,3,3
1000521,0.32674969562767864,0.24618264206838134,3,3
1000522,0.573856346619607,0.2326523555858423,2,6
1000523,2.516914040696421,0.0046252282437039376,2,6
1000524,1.4068977723211078,1.040224014285216,0,1
1000525,-1.3743803544603506,-0.2126991812336167,3,3
1000526,2.6689993332552007,1.1546643913496664,0,1
1000527,1.418555719076876,0.8909615053300761,0,1
1000528,0.9199294834204537,0.9244131180617594,3,1
1000529,-0.13258522972450038,0.6155146730652844,2,6
1000530,-0.040830878709831514,0.44454928132128435,2,6
1000531,-1.930629366569474,-0.985030765026541,1,3
1000532,-1.800274781843809,-0.9040033925649947,1,3
1000533,-0.23773793321875464,0.979749859009343,3,3
1000534,0.2696588120734102,0.3554761214030719,2,6
1000535,-1.0855216567614245,0.20725645147681523,3,3
1000536,-0.4409843328979695,1.065617244800387,3,3
1000537,-1.0599869351940971,-0.2457456104966427,3,3
1000538,0.23033045387162687,-0.14022931327032964,2,6
1000539,2.396328774049189,-0.22592631662891538,0,6
1000540,-0.09070266505371213,1.3203619273522744,3,1
1000541,14.168523476710034,-4.683125614158835,4,0
1000542,1.2643797990682106,0.2941557586603378,3,1
1000543,1.3031070606278627,0.4330532584634336,3,1
1000544,0.670040743349982,0.005027692929954592,2,6
1000545,1.8463702177576948,0.9467486105037889,0,1
1000546,1.2242501897236586,2.0892990563060696,0,1
1000547,2.6877853283456092,0.2700287746866039,0,1
1000548,-0.7367271601169426,0.7796137910612898,3,3
1000549,0.19617281210887336,0.8420968548288221,3,1
1000550,-2.241626849261137,-1.401926202598543,1,3
1000551,-0.9426610542814743,-0.05140018912971045,3,3
1000552,0.1887893785414613,1.381101797196005,3,1
1000553,-0.08162419046935834,0.21982674709501557,3,3
1000554,0.35292571714220716,1.3608270078461824,3,1
1000555,0.09481110920359764,0.46597762105934387,2,6
1000556,-0.78328424938785,0.5928510242831717,3,3
1000558,-1.4746543790623512,-0.01573334615862245,3,3
1000559,-0.920137474658273,0.6644163638929295,3,3
1000560,-1.2823739375695922,0.2634738901362123,3,3
1000561,-1.2628662949982123,0.16325699656366036,3,3
1000562,-0.8189863850929984,0.8864941131841877,3,3
1000563,0.34105437454400284,-0.07239936209305549,2,6
1000564,1.2035419598448434,0.8904432488577625,3,1
1000565,3.5448050343194204,0.21996860366168422,0,1
1000566,-0.7590165354462886,1.040650630353095,3,3
1000567,2.4486825143211464,-0.4282869397630822,0,3
1000569,-0.9050340708518727,0.6525755270872974,3,3
