khipu_id,PROVENANCE,cluster,anomaly_score,is_anomaly_isolation,is_anomaly_statistical,num_outlier_flags,is_anomaly_topology,num_topology_flags,num_methods_flagged,high_confidence_anomaly
1000235,"""Maranga, Huaca 1""",3,-0.3936054194430944,False,False,0,False,0,0,False
1000236,,3,-0.36843710298286264,False,False,0,False,0,0,False
1000238,,0,-0.4671509099138279,False,False,0,False,0,0,False
1000239,"""Pueblo Libre, Lima, Peru""",3,-0.3551279403408008,False,False,0,False,0,0,False
1000240,"""Pueblo Libre, Lima, Peru""",3,-0.3951121156565144,False,False,0,True,1,1,False
1000241,"""Pueblo Libre, Lima, Peru""",6,-0.500540351056879,False,False,0,False,0,0,False
1000242,Huaquerones,1,-0.4184870302629917,False,False,0,False,0,0,False
1000243,Huaquerones,3,-0.3478835712097259,False,False,0,False,0,0,False
1000244,,3,-0.36634096670836475,False,False,0,False,0,0,False
1000245,Huaquerones,3,-0.34392816676192856,False,False,0,False,0,0,False
1000246,Huaquerones,3,-0.3690381535186994,False,False,0,True,1,1,False
1000247,Huaquerones,3,-0.4129779803420431,False,False,0,True,1,1,False
1000248,Huaquerones,3,-0.4129779803420431,False,False,0,True,1,1,False
1000249,Huaquerones,3,-0.36399548506461654,False,False,0,False,0,0,False
1000250,,2,-0.4131507884825605,False,False,0,True,1,1,False
1000251,Huaquerones,3,-0.3561369398888546,False,False,0,False,0,0,False
1000252,Huaquerones,3,-0.36426857004494356,False,False,0,False,0,0,False
1000253,Huaquerones,3,-0.3628618484631851,False,False,0,True,1,1,False
1000254,Huaquerones,1,-0.3802171098889926,False,False,0,False,0,0,False
1000255,Huaquerones,3,-0.3427717318227966,False,False,0,False,0,0,False
1000256,Huaquerones,3,-0.38093677723917857,False,False,0,False,0,0,False
1000257,Huaquerones,1,-0.42478429055562544,False,False,0,False,0,0,False
1000258,Huaquerones,3,-0.41784950049058034,False,False,0,True,1,1,False
1000259,,2,-0.4217342837269738,False,False,0,True,1,1,False
1000260,Huaquerones,3,-0.35151086385516134,False,False,0,False,0,0,False
1000261,Huaquerones,3,-0.35151086385516134,False,False,0,False,0,0,False
1000262,,2,-0.39236842492822993,False,False,0,True,1,1,False
1000263,Huaquerones,3,-0.3574230816652341,False,False,0,False,0,0,False
1000264,Huaquerones,3,-0.37121342057189766,False,False,0,False,0,0,False
1000265,,3,-0.37366757517466187,False,False,0,False,0,0,False
1000266,,3,-0.3572047321674102,False,False,0,False,0,0,False
1000267,,2,-0.39130103263095584,False,False,0,True,1,1,False
1000268,,2,-0.40090605433308185,False,False,0,True,1,1,False
1000269,,3,-0.36969889957744706,False,False,0,False,0,0,False
1000270,Santa,3,-0.35699708923660034,False,False,0,False,0,0,False
1000271,Santa,3,-0.36705246401766545,False,False,0,False,0,0,False
1000272,Santa,3,-0.356547229545141,False,False,0,False,0,0,False
1000273,Santa,0,-0.48440750930358184,False,False,0,False,0,0,False
1000274,Santa,3,-0.3777231192082242,False,False,0,False,0,0,False
1000275,Santa,0,-0.4297868929540664,False,False,0,False,0,0,False
1000276,,1,-0.43821231249371395,False,False,0,False,0,0,False
1000277,,3,-0.40688164048333125,False,False,0,True,1,1,False
1000279,Mollepampa,5,-0.6457848912918444,True,True,2,True,1,3,True
1000280,,0,-0.447536431932753,False,False,0,False,0,0,False
1000283,,3,-0.34462842083952816,False,False,0,False,0,0,False
1000285,,0,-0.3739019429518674,False,False,0,False,0,0,False
1000287,Nazca,0,-0.44411226898570066,False,False,0,False,0,0,False
1000288,Paracas,3,-0.36118835517049475,False,False,0,False,0,0,False
1000289,Paracas,3,-0.3679581114022122,False,False,0,False,0,0,False
1000290,Paracas,3,-0.3775602058270575,False,False,0,False,0,0,False
1000291,Paracas,3,-0.35772875333205334,False,False,0,True,1,1,False
1000292,Nazca,4,-0.6224734124752361,True,False,1,False,0,1,False
1000293,Paracas,0,-0.4299362053653318,False,False,0,False,0,0,False
1000295,,3,-0.3530969604086041,False,False,0,False,0,0,False
1000296,,3,-0.3679408789774968,False,False,0,True,1,1,False
1000297,,3,-0.3587968746727503,False,False,0,True,1,1,False
1000298,"""Playa Miller #6, Arica, Chile""",0,-0.4337556987059355,False,False,0,False,0,0,False
1000299,,0,-0.4656108535998351,False,False,0,False,0,0,False
1000300,Lluta Valley,3,-0.36658591828405035,False,False,0,False,0,0,False
1000301,Lluta Valley,3,-0.36761715009509194,False,False,0,False,0,0,False
1000302,Lluta Valley,3,-0.36655003467913266,False,False,0,False,0,0,False
1000303,Atarco,3,-0.358754023553535,False,False,0,False,0,0,False
1000304,Atarco,3,-0.3568936874959522,False,False,0,False,0,0,False
1000305,Atarco,3,-0.360091756835596,False,False,0,False,0,0,False
1000306,Atarco,3,-0.3545690573303698,False,False,0,False,0,0,False
1000307,Atarco,3,-0.3528671242938263,False,False,0,False,0,0,False
1000309,Atarco,3,-0.3561847462806825,False,False,0,False,0,0,False
1000310,Peru,3,-0.390651244429383,False,False,0,False,0,0,False
1000312,,2,-0.3983100866710877,False,False,0,True,1,1,False
1000313,Huacho,3,-0.3644548522538887,False,False,0,False,0,0,False
1000314,Pachacamac,0,-0.43973688023404195,False,False,0,False,0,0,False
1000315,Pachacamac,3,-0.35688091766401475,False,False,0,False,0,0,False
1000316,"""Playa Miller #6, Arica, Chile""",3,-0.3760035976801116,False,False,0,False,0,0,False
1000317,"""Playa Miller #6, Arica, Chile""",3,-0.3544842013990436,False,False,0,False,0,0,False
1000318,"""Playa Miller #6, Arica, Chile""",3,-0.37527561293367523,False,False,0,False,0,0,False
1000319,"""Playa Miller #6, Arica, Chile""",3,-0.3715660594912143,False,False,0,False,0,0,False
1000320,Huacho,3,-0.4003284772352697,False,False,0,False,0,0,False
1000321, ,4,-0.6680332468526305,True,False,1,False,0,1,False
1000322,Nazca,3,-0.3429260149789042,False,False,0,False,0,0,False
1000323,Nazca,0,-0.4304331156263251,False,False,0,False,0,0,False
1000324,Pachacamac,3,-0.3562491895687628,False,False,0,False,0,0,False
1000325,Pachacamac,3,-0.38220423633917494,False,False,0,False,0,0,False
1000326,Paracas,1,-0.3881784636789691,False,False,0,False,0,0,False
1000327,Pachacamac,3,-0.38075681722086524,False,False,0,False,0,0,False
1000328,Unknown,3,-0.3603330742480353,False,False,0,True,1,1,False
1000329,Paracas,0,-0.42310216359448294,False,False,0,False,0,0,False
1000330,,3,-0.3677839108866228,False,False,0,True,1,1,False
1000331,,2,-0.4230014065544912,False,False,0,False,0,0,False
1000332,,0,-0.37886161539891994,False,False,0,False,0,0,False
1000333,Pachacamac,0,-0.382861982432501,False,False,0,False,0,0,False
1000335,unknown,3,-0.3794671378201672,False,False,0,True,1,1,False
1000336,,2,-0.41427439927459714,False,False,0,True,1,1,False
1000337,unknown,3,-0.40648062100873583,False,False,0,False,0,0,False
1000338,unknown,3,-0.36037259762205237,False,False,0,True,1,1,False
1000339,unknown,3,-0.38530908944495385,False,False,0,False,0,0,False
1000340,unknown,0,-0.417025717695334,False,False,0,False,0,0,False
1000342,Pachacamac,2,-0.4912716061921452,False,False,1,True,2,1,False
1000344,,2,-0.6010972279566659,True,False,1,True,2,2,True
1000345,,0,-0.380058221464485,False,False,0,False,0,0,False
1000346,,2,-0.3979729192922362,False,False,0,True,1,1,False
1000347,,1,-0.3953553750137116,False,False,0,False,0,0,False
1000348,,1,-0.46057019163939256,False,False,1,False,0,0,False
1000349,,1,-0.43829843994788187,False,False,0,True,1,1,False
1000350,,1,-0.4910804363001544,False,False,1,False,0,0,False
1000351,,3,-0.35787118027457937,False,False,0,False,0,0,False
1000352,,3,-0.36818823399137446,False,False,0,False,0,0,False
1000353,,3,-0.3632309464589122,False,False,0,False,0,0,False
1000354,,1,-0.496057966546234,False,False,1,False,0,0,False
1000355,,1,-0.4008326961186102,False,False,0,False,0,0,False
1000356,,3,-0.3418536497182937,False,False,0,False,0,0,False
1000357,,1,-0.4062186225189554,False,False,0,False,0,0,False
1000358,,3,-0.3840766756356725,False,False,0,False,0,0,False
1000359,,2,-0.4645348837973143,False,False,1,True,1,1,False
1000361,,0,-0.5139112843740863,False,False,0,False,0,0,False
1000363,,2,-0.46665931889135925,False,False,1,True,2,1,False
1000365,,2,-0.3890095150049738,False,False,0,True,1,1,False
1000366,,3,-0.37802257834745084,False,False,0,False,0,0,False
1000367,"Rancho San Juan, Ica Valley",6,-0.47058449786186324,False,False,0,False,0,0,False
1000368,,0,-0.5115807829473562,False,False,0,False,0,0,False
1000369,,2,-0.4272791857774021,False,False,0,False,0,0,False
1000371,,0,-0.40922398341536,False,False,0,False,0,0,False
1000374,Huari,2,-0.4128195358622066,False,False,0,True,1,1,False
1000375,,3,-0.380322871726906,False,False,0,False,0,0,False
1000376,,2,-0.49585916395703467,False,False,1,True,2,1,False
1000377,unknown,3,-0.36288360265048875,False,False,0,False,0,0,False
1000378,unknown,3,-0.38524298384893974,False,False,0,False,0,0,False
1000380,,0,-0.408337029474372,False,False,0,False,0,0,False
1000381,,2,-0.4041761447132639,False,False,0,True,1,1,False
1000382,,2,-0.4203084951837404,False,False,0,True,1,1,False
1000383,,2,-0.42935617771936824,False,False,0,True,1,1,False
1000385,,2,-0.4168128550768984,False,False,0,True,1,1,False
1000386,Cuzco,3,-0.35229006552853737,False,False,0,False,0,0,False
1000387,"""Chancay, Central Coast""",3,-0.3564636086046831,False,False,0,False,0,0,False
1000388,"""Chancay, Central Coast""",1,-0.48191180768760744,False,False,0,True,2,1,False
1000389,"""Chancay, Central Coast""",1,-0.39578055543713575,False,False,0,False,0,0,False
1000390,,3,-0.38791901488003855,False,False,0,False,0,0,False
1000392,,3,-0.39194100635769247,False,False,0,False,0,0,False
1000393,Valle de Ica Hacienda Callango Ocucaje,3,-0.40204036959416944,False,False,0,False,0,0,False
1000395,,3,-0.48724526422543446,False,False,1,False,0,0,False
1000396,"""Huaura Valley, near Lima, on Santa Rosalia Hacienda""",0,-0.4024715914610256,False,False,0,False,0,0,False
1000397,,3,-0.34694138871800284,False,False,0,False,0,0,False
1000398,Valle de Ica Hacienda Callango Ocucaje,3,-0.3412908062018683,False,False,0,False,0,0,False
1000399,Valle de Ica Hacienda Callango Ocucaje,3,-0.3594814063610063,False,False,0,False,0,0,False
1000400,unknown,3,-0.3830552966987137,False,False,0,False,0,0,False
1000401,Valle de Ica Hacienda Callango Ocucaje,3,-0.38044619198268764,False,False,0,False,0,0,False
1000402,Hacienda Ullujalla y Callengo,3,-0.35801618534122676,False,False,0,False,0,0,False
1000403,unknown,3,-0.37621503994372313,False,False,0,False,0,0,False
1000404,Valle de Ica Hacienda Callango Ocucaje,3,-0.3538742031833537,False,False,0,False,0,0,False
1000405,unknown,3,-0.35336104709267463,False,False,0,False,0,0,False
1000406,Valle de Ica Hacienda Callango Ocucaje,3,-0.3850451007751815,False,False,0,False,0,0,False
1000407,Valle de Ica Hacienda Callango Ocucaje,3,-0.3954344476749003,False,False,0,False,0,0,False
1000408,Valle de Ica Hacienda Callango Ocucaje,3,-0.35691732987867597,False,False,0,False,0,0,False
1000409,,3,-0.3411770169778033,False,False,0,False,0,0,False
1000410,Tambo Colorado,3,-0.36474760923607086,False,False,0,False,0,0,False
1000411,Tambo Colorado,1,-0.44575047083460945,False,False,0,False,0,0,False
1000412,,1,-0.4321432636782665,False,False,0,False,0,0,False
1000413,Hacienda Ullujalla y Callengo,5,-0.5173481944092092,True,False,0,True,1,2,True
1000414,,3,-0.37128358006841083,False,False,0,False,0,0,False
1000415,Acari,3,-0.35666848610068214,False,False,0,False,0,0,False
1000416,Tambo Colorado,1,-0.3797552259228235,False,False,0,False,0,0,False
1000417,Tambo Colorado,3,-0.4286436338341093,False,False,0,False,0,0,False
1000418,Donation from the collection Belli,3,-0.39986953624968136,False,False,0,False,0,0,False
